Frame,Time,Source,DeviceName,RSSI,Tx Power,PDU Type,Company
1,0.000000000,5b:ce:73:af:b2:23,TestPhone2,-54,8,0,76
2,0.031112700,46:d3:c4:59:80:40,TestPhone3,-53,8,0,76
3,0.033662800,7d:40:a6:df:72:73,TestPhone1,-48,8,0,76
4,0.048328900,49:1c:1b:26:88:b5,TestPhone4,-45,8,0,76
5,0.063663900,7d:40:a6:df:72:73,TestPhone1,-45,8,0,76
6,0.076254000,5b:ce:73:af:b2:23,TestPhone2,-54,8,0,76
7,0.096113600,46:d3:c4:59:80:40,TestPhone3,-53,8,0,76
8,0.098665900,7d:40:a6:df:72:73,TestPhone1,-45,8,0,76
9,0.116254400,5b:ce:73:af:b2:23,TestPhone2,-54,8,0,76
10,0.118330500,49:1c:1b:26:88:b5,TestPhone4,-48,8,0,76
11,0.133668000,7d:40:a6:df:72:73,TestPhone1,-45,8,0,76
12,0.173669500,7d:40:a6:df:72:73,TestPhone1,-45,8,0,76
13,0.176256500,5b:ce:73:af:b2:23,TestPhone2,-54,8,0,76
14,0.212421900,7d:40:a6:df:72:73,TestPhone1,-45,8,0,76
15,0.222082400,49:1c:1b:26:88:b5,TestPhone4,-45,8,0,76
16,0.242506900,5b:ce:73:af:b2:23,TestPhone2,-54,8,0,76
17,0.252423500,7d:40:a6:df:72:73,TestPhone1,-46,8,0,76
18,0.254583600,49:1c:1b:26:88:b5,TestPhone4,-48,8,0,76
19,0.315009200,5b:ce:73:af:b2:23,TestPhone2,-54,8,0,76
20,0.328335600,49:1c:1b:26:88:b5,TestPhone4,-45,8,0,76
21,0.333619500,46:d3:c4:59:80:40,TestPhone3,-53,8,0,76
22,0.362425700,7d:40:a6:df:72:73,TestPhone1,-45,8,0,76
23,0.386051700,06:3c:98:f1:d2:c9,,-80,,2,6
24,0.392426200,7d:40:a6:df:72:73,TestPhone1,-44,8,0,76
25,0.397088400,49:1c:1b:26:88:b5,TestPhone4,-45,8,0,76
26,0.404870200,46:d3:c4:59:80:40,TestPhone3,-45,8,0,76
27,0.415013600,5b:ce:73:af:b2:23,TestPhone2,-55,8,0,76
28,0.432428900,7d:40:a6:df:72:73,TestPhone1,-43,8,0,76
29,0.444869500,46:d3:c4:59:80:40,TestPhone3,-53,8,0,76
30,0.463339300,49:1c:1b:26:88:b5,TestPhone4,-45,8,0,76
31,0.468680400,7d:40:a6:df:72:73,TestPhone1,-43,8,0,76
32,0.485395000,,,-92,,10,
33,0.488764000,5b:ce:73:af:b2:23,TestPhone2,-55,8,0,76
34,0.499932500,7d:40:a6:df:72:73,TestPhone1,-42,8,0,76
35,0.502091200,49:1c:1b:26:88:b5,TestPhone4,-45,8,0,76
36,0.517372200,46:d3:c4:59:80:40,TestPhone3,-53,8,0,76
37,0.528765200,5b:ce:73:af:b2:23,TestPhone2,-54,8,0,76
38,0.537434100,7d:40:a6:df:72:73,TestPhone1,-42,8,0,76
39,0.571185300,7d:40:a6:df:72:73,TestPhone1,-42,8,0,76
40,0.574341000,74:5c:4b:34:03:d8,Jabra Evolve 75e,-74,,0,
41,0.578343000,49:1c:1b:26:88:b5,TestPhone4,-45,8,0,76
42,0.601266800,5b:ce:73:af:b2:23,TestPhone2,-56,8,0,76
