Frame,Time,Source,DeviceName,RSSI,Tx Power,PDU Type,Company
1,0,69:80:f9:33:3b:ee,TestPhone1,-41,8,0,76
2,0.010417,49:1c:1b:26:88:b5,TestPhone4,-51,8,0,76
3,0.0159081,5b:ce:73:af:b2:23,TestPhone2,-44,,0,76
4,0.0350007,69:80:f9:33:3b:ee,TestPhone1,-41,8,0,76
5,0.0592385,46:d3:c4:59:80:40,TestPhone3,-41,8,0,76
6,0.0712533,69:80:f9:33:3b:ee,TestPhone1,-41,8,0,76
7,0.0859102,5b:ce:73:af:b2:23,TestPhone2,-44,,0,76
8,0.1100037,69:80:f9:33:3b:ee,TestPhone1,-41,8,0,76
9,0.117921,49:1c:1b:26:88:b5,TestPhone4,-50,8,0,76
10,0.1246607,5b:ce:73:af:b2:23,TestPhone2,-44,,0,76
11,0.1500052,69:80:f9:33:3b:ee,TestPhone1,-41,8,0,76
12,0.1651575,06:3c:98:f1:d2:c9,,-40,,2,6
13,0.1812574,69:80:f9:33:3b:ee,TestPhone1,-41,8,0,76
14,0.1846638,5b:ce:73:af:b2:23,TestPhone2,-44,,0,76
15,0.2175108,69:80:f9:33:3b:ee,TestPhone1,-41,8,0,76
16,0.2417421,46:d3:c4:59:80:40,TestPhone3,-40,8,0,76
17,0.2516737,49:1c:1b:26:88:b5,TestPhone4,-50,8,0,76
18,0.253761,69:80:f9:33:3b:ee,TestPhone1,-41,8,0,76
19,0.2559159,5b:ce:73:af:b2:23,TestPhone2,-44,,0,76
20,0.2862627,69:80:f9:33:3b:ee,TestPhone1,-41,8,0,76
21,0.2884165,5b:ce:73:af:b2:23,TestPhone2,-43,,0,76
22,0.2891741,49:1c:1b:26:88:b5,TestPhone4,-50,8,0,76
23,0.3067454,46:d3:c4:59:80:40,TestPhone3,-40,8,0,76
24,0.328418,5b:ce:73:af:b2:23,TestPhone2,-43,,0,76
25,0.3417461,46:d3:c4:59:80:40,TestPhone3,-40,8,0,76
26,0.3550151,69:80:f9:33:3b:ee,TestPhone1,-42,8,0,76
27,0.3616775,49:1c:1b:26:88:b5,TestPhone4,-50,8,0,76
28,0.3671694,5b:ce:73:af:b2:23,TestPhone2,-43,,0,76
29,0.3850148,69:80:f9:33:3b:ee,TestPhone1,-42,8,0,76
30,0.4042455,46:d3:c4:59:80:40,TestPhone3,-40,8,0,76
31,0.4250169,69:80:f9:33:3b:ee,TestPhone1,-42,8,0,76
32,0.433423,5b:ce:73:af:b2:23,TestPhone2,-44,,0,76
33,0.4587687,69:80:f9:33:3b:ee,TestPhone1,-42,8,0,76
34,0.4704969,46:d3:c4:59:80:40,TestPhone3,-40,8,0,76
