Frame,Time,Source,DeviceName,RSSI,Tx Power,PDU Type,Company
1,0.000000000,34:1a:e0:62:60:2d,,-80,,2,6
2,0.003906000,7d:16:56:57:ee:12,,-86,,6,76
3,0.006831000,59:4b:60:ca:9f:a4,,-89,,0,
4,0.009759000,7d:16:56:57:ee:12,,-84,,6,76
5,0.015615000,c8:d0:83:be:6a:03,,-84,12,0,76
6,0.019553000,43:3b:bd:d8:dc:84,TestPhone2,-43,8,0,76
7,0.022446000,43:3b:bd:d8:dc:84,TestPhone2,-50,8,0,76
8,0.025374000,7a:66:39:2d:0a:4b,TestPhone1,-49,8,0,76
9,0.030255000,7a:66:39:2d:0a:4b,TestPhone1,-44,8,0,76
10,0.033182000,7a:66:39:2d:0a:4b,TestPhone1,-46,8,0,76
11,0.036111000,17:71:6e:7d:f9:7e,,-85,,2,76
12,0.039042000,28:2b:99:bf:15:2d,,-91,,2,6
13,0.041967000,2a:2b:99:bf:15:2d,,-92,,2,6
14,0.044895000,6c:8e:87:98:71:a3,TestPhone3,-42,8,0,76
15,0.047823000,6c:8e:87:98:71:a3,TestPhone3,-45,8,0,76
16,0.051728000,6c:8e:87:98:71:a3,TestPhone3,-56,8,0,76
17,0.055630000,7a:66:39:2d:0a:4b,TestPhone1,-51,8,0,76
18,0.058559000,7a:66:39:2d:0a:4b,TestPhone1,-40,8,0,76
19,0.062463000,7a:66:39:2d:0a:4b,TestPhone1,-43,8,0,76
20,0.066367000,5b:9c:cd:0d:9a:09,TestPhone4,-41,8,0,76
21,0.071247000,5b:9c:cd:0d:9a:09,TestPhone4,-43,8,0,76
22,0.075151000,5b:9c:cd:0d:9a:09,TestPhone4,-40,8,0,76
23,0.078082000,05:e1:42:95:89:3a,,-92,,2,6
24,0.080030000,1b:96:d0:e7:88:2f,,-77,,2,6
25,0.082959000,1b:96:d0:e7:88:2f,,-71,,2,6
26,0.087840000,04:9b:c3:f7:38:17,,-75,,2,6
27,0.090767000,04:9b:c3:f7:38:17,,-75,,2,6
28,0.093695000,04:9b:c3:f7:38:17,,-89,,2,6
29,0.096622000,7a:66:39:2d:0a:4b,TestPhone1,-52,8,0,76
30,0.098574000,7a:66:39:2d:0a:4b,TestPhone1,-42,8,0,76
31,0.101502000,7a:66:39:2d:0a:4b,TestPhone1,-46,8,0,76
32,0.103454000,5b:9c:cd:0d:9a:09,TestPhone4,-42,8,0,76
33,0.106385000,5b:9c:cd:0d:9a:09,TestPhone4,-43,8,0,76
34,0.108335000,5b:9c:cd:0d:9a:09,TestPhone4,-39,8,0,76
35,0.111263000,62:5e:37:51:ef:21,,-50,12,0,76
36,0.114190000,62:5e:37:51:ef:21,,-47,12,0,76
37,0.116142000,62:5e:37:51:ef:21,,-53,12,0,76
38,0.118095000,6b:db:0c:33:28:25,,-78,,0,76
39,0.121022000,2b:cb:0c:33:28:65,,-82,,0,
40,0.122974000,09:42:39:91:98:5f,,-89,,2,76
41,0.125903000,12:a2:b7:f0:12:36,,-89,,2,6
42,0.127855000,7a:66:39:2d:0a:4b,TestPhone1,-42,8,0,76
43,0.129806000,7a:66:39:2d:0a:4b,TestPhone1,-46,8,0,76
44,0.131759000,6c:8e:87:98:71:a3,TestPhone3,-43,8,0,76
45,0.133710000,6c:8e:87:98:71:a3,TestPhone3,-45,8,0,76
46,0.136638000,6c:8e:87:98:71:a3,TestPhone3,-59,8,0,76
47,0.139566000,5b:9c:cd:0d:9a:09,TestPhone4,-41,8,0,76
48,0.142495000,5b:91:4d:4d:ba:09,,-43,,0,
49,0.145423000,5b:9c:cd:0d:9a:09,TestPhone4,-39,8,0,76
50,0.147375000,6c:8e:87:98:71:a3,TestPhone3,-42,8,0,76
51,0.149326000,6c:8e:87:98:71:a3,TestPhone3,-45,8,0,76
52,0.152254000,6c:8e:87:98:71:a3,TestPhone3,-56,8,0,76
53,0.155183000,43:3b:bd:d8:dc:84,TestPhone2,-49,8,0,76
54,0.157135000,43:3b:bd:d8:dc:84,TestPhone2,-43,8,0,76
55,0.160063000,43:3b:bd:d8:dc:84,TestPhone2,-49,8,0,76
