Frame,Time,Source,DeviceName,RSSI,Tx Power,PDU Type,Company
1,0.000000000,47:ee:6f:13:89:a8,,-41,,4,
2,0.008581400,68:cc:0d:e0:7b:be,TestPhone3,-43,8,0,76
3,0.009099600,68:cc:0d:e0:7b:be,,-41,,3,
4,0.009426700,68:cc:0d:e0:7b:be,,-43,,4,
5,0.010104700,0b:fa:61:e5:74:0c,,-61,,2,6
6,0.011596100,21:d4:6d:da:f9:c2,,-75,,2,6
7,0.012553900,61:21:c4:f7:2c:a9,TestPhone1,-56,8,0,76
8,0.013072000,61:21:c4:f7:2c:a9,,-41,,3,
9,0.013399100,61:21:c4:f7:2c:a9,,-56,,4,
10,0.020864200,72:b8:f4:df:ca:07,TestPhone4,-40,8,0,76
11,0.021382000,72:b8:f4:df:ca:07,,-41,,3,
12,0.021709000,72:b8:f4:df:ca:07,,-40,,4,
13,0.030119900,0b:e9:ad:c4:61:0d,,-75,,2,6
14,0.039155600,47:ee:6f:13:89:a8,TestPhone2,-41,8,0,76
15,0.039674000,47:ee:6f:13:89:a8,,-41,,3,
16,0.040001000,47:ee:6f:13:89:a8,,-41,,4,
17,0.041923000,24:93:90:41:50:c0,,-70,,2,6
18,0.043581900,68:cc:0d:e0:7b:be,TestPhone3,-43,8,0,76
19,0.044100000,68:cc:0d:e0:7b:be,,-41,,3,
20,0.044427100,68:cc:0d:e0:7b:be,,-43,,4,
21,0.046305200,61:21:c4:f7:2c:a9,TestPhone1,-56,8,0,76
22,0.046823200,61:21:c4:f7:2c:a9,,-41,,3,
23,0.047150400,61:21:c4:f7:2c:a9,,-56,,4,
24,0.048073300,46:77:21:38:0a:18,,-76,12,0,76
25,0.050864600,72:b8:f4:df:ca:07,TestPhone4,-39,8,0,76
26,0.051709500,72:b8:f4:df:ca:07,,-40,,4,
27,0.068253100,0a:bf:e2:3f:db:8f,,-65,,2,6
28,0.069677600,54:f1:84:69:2e:94,,-77,,0,76
29,0.070067500,54:f1:84:69:2e:94,,-41,,3,
30,0.070406500,47:ee:6f:13:89:a8,TestPhone2,-41,8,0,76
31,0.070925800,47:ee:6f:13:89:a8,,-75,,3,
32,0.071251300,47:ee:6f:33:0d:28,,-34,,4,
33,0.080055900,61:21:c4:f7:2c:a9,TestPhone1,-56,8,0,76
34,0.080573900,61:21:c4:f7:2c:a9,,-41,,3,
35,0.080900700,61:21:c4:f7:2c:a9,,-56,,4,
36,0.082332900,68:cc:0d:e0:7b:be,TestPhone3,-43,8,0,76
37,0.082851000,68:cc:0d:e0:7b:be,,-41,,3,
38,0.083177600,68:cc:0d:e0:7b:be,,-43,,4,
39,0.084261000,31:db:62:df:06:a8,,-69,,2,6
40,0.086838000,21:d5:79:0b:d0:12,,-71,,2,6
41,0.088365100,72:b8:f4:df:ca:07,TestPhone4,-39,8,0,76
42,0.088883600,72:b8:f4:df:ca:07,,-41,,3,
43,0.104675300,47:ee:6f:13:89:a8,,-41,,3,
44,0.105002500,47:ee:6f:13:89:a8,,-41,,4,
45,0.111306700,61:21:c4:f7:2c:a9,TestPhone1,-56,8,0,76
46,0.111825000,61:21:c4:f7:2c:a9,,-41,,3,
47,0.112151600,61:21:c4:f7:2c:a9,,-56,,4,
48,0.118229500,0b:fa:61:e5:74:0c,,-43,,2,6
49,0.118597300,,,-40,,14,
50,0.119720600,21:d4:6d:da:f9:c2,,-73,,2,6
51,0.122737200,c8:d0:83:be:6a:03,,-79,12,0,76
52,0.136994900,0b:e9:ad:c4:61:0d,,-75,,2,6
53,0.139157900,47:ee:6f:13:89:a8,TestPhone2,-41,8,0,76
54,0.139675700,47:ee:6f:13:89:a8,,-41,,3,
55,0.140002700,47:ee:6f:13:89:a8,,-40,,4,
56,0.146825000,61:21:c4:f7:2c:a9,,-41,,3,
57,0.147110000,4b:35:81:07:87:ac,,-55,,4,
58,0.161480300,64:16:7f:b8:7c:cc,,-54,,0,76
59,0.161878700,64:16:7f:b8:7c:cc,,-41,,3,
60,0.171658600,47:ee:6f:13:89:a8,TestPhone2,-41,8,0,76
61,0.172176700,47:ee:6f:13:89:a8,,-41,,3,
62,0.172503600,47:ee:6f:13:89:a8,,-41,,4,
63,0.175129000,0a:bf:e2:3f:db:8f,,-64,,2,6
64,0.186307100,61:21:c4:f7:2c:a9,TestPhone1,-55,8,0,76
65,0.186825200,61:21:c4:f7:2c:a9,,-40,,3,
66,0.187152100,61:21:c4:f7:2c:a9,,-56,,4,
67,0.187385900,31:db:62:df:06:a8,,-69,,2,6
