Frame,Time,Source,DeviceName,RSSI,Tx Power,PDU Type,Company
1,0.000000000,25:bd:9d:7b:5d:c1,,-81,,2,6
2,0.006986000,25:bd:9d:7b:5d:c1,,-80,,2,6
3,0.014011000,25:bd:9d:7b:5d:c1,,-82,,2,6
4,0.019947000,60:fc:20:5f:6f:af,TestPhone4,-36,8,0,76
5,0.024997000,60:fc:20:5f:6f:af,TestPhone4,-40,8,0,76
6,0.028926000,60:fc:20:5f:6f:af,TestPhone4,-58,8,0,76
7,0.034907000,17:3d:66:98:1c:c8,,-81,,2,6
8,0.037898000,17:3d:66:98:1c:c8,,-76,,2,6
9,0.041889000,32:50:e9:5a:77:b9,,-71,,0,
10,0.048869000,60:fc:20:5f:6f:af,TestPhone4,-36,8,0,76
11,0.051860000,60:fc:20:5f:6f:af,TestPhone4,-39,8,0,76
12,0.055850000,60:fc:20:5f:6f:af,TestPhone4,-61,8,0,76
13,0.060837000,07:40:8d:da:2c:ba,,-79,,2,6
14,0.065823000,07:40:8d:da:2c:ba,,-88,,2,6
15,0.069812000,77:91:5b:b2:9e:c5,TestPhone1,-43,,0,76
16,0.075796000,0f:82:27:bb:84:f7,,-71,,2,6
17,0.080784000,0f:82:27:bb:84:f7,,-64,,2,6
18,0.085771000,0f:82:27:bb:84:f7,,-67,,2,6
19,0.091755000,15:59:5f:51:a6:cd,,-91,,2,6
20,0.097738000,15:59:5f:51:a6:cd,,-84,,2,6
21,0.104719000,15:59:5f:51:a6:cd,,-86,,2,6
22,0.109828000,18:dd:8e:58:ae:76,,-82,,2,6
23,0.114693000,18:dd:8e:58:ae:76,,-80,,2,6
24,0.118682000,1a:fe:03:15:40:da,,-76,,2,6
25,0.122671000,58:3b:e7:2b:fa:ad,,-45,8,0,76
26,0.126662000,58:3b:e7:2b:fa:ad,,-46,8,0,76
27,0.131647000,58:3b:e7:2b:fa:ad,,-40,8,0,76
28,0.135637000,59:bb:04:ce:5b:88,TestPhone2,-39,8,0,76
29,0.140623000,59:bb:04:ce:5b:88,TestPhone2,-35,8,0,76
30,0.146609000,59:bb:04:ce:5b:88,TestPhone2,-41,8,0,76
31,0.150597000,61:89:7a:4e:60:31,,-72,,0,76
32,0.154608000,61:89:7a:4e:60:31,,-70,,0,76
33,0.158576000,61:89:7a:4e:60:31,,-70,,0,76
34,0.163562000,60:fc:20:5f:6f:af,TestPhone4,-37,8,0,76
35,0.166587000,60:fc:20:5f:6f:af,TestPhone4,-41,8,0,76
36,0.170544000,60:fc:20:5f:6f:af,TestPhone4,-65,8,0,76
37,0.175531000,17:3d:66:98:1c:c8,,-82,,2,6
38,0.180523000,17:3d:66:98:1c:c8,,-76,,2,6
39,0.184526000,17:3d:66:98:1c:c8,,-89,,2,6
40,0.189647000,77:91:5b:b2:9e:c5,TestPhone1,-43,,0,76
41,0.193614000,77:91:5b:b2:9e:c5,TestPhone1,-45,,0,76
42,0.198469000,77:91:5b:b2:9e:c5,TestPhone1,-45,,0,76
43,0.203457000,07:40:8d:da:2c:ba,,-79,,2,6
44,0.207447000,07:40:8d:da:2c:ba,,-87,,2,6
45,0.211433000,65:b7:15:47:c6:48,,-41,12,0,76
46,0.216420000,0f:82:27:bb:84:f7,,-72,,2,6
47,0.220441000,0f:82:27:bb:84:f7,,-64,,2,6
48,0.226393000,0f:82:27:bb:84:f7,,-68,,2,6
49,0.231380000,59:bb:04:ce:5b:88,TestPhone2,-38,8,0,76
50,0.235371000,59:bb:04:ce:5b:88,TestPhone2,-36,8,0,76
51,0.240359000,59:bb:04:ce:5b:88,TestPhone2,-38,8,0,76
52,0.244345000,18:dd:8e:58:ae:76,,-82,,2,6
53,0.249338000,18:dd:8e:58:ae:76,,-80,,2,6
54,0.255317000,18:3d:8e:5a:ae:36,,-91,,2,
55,0.259305000,1a:fe:03:15:40:da,,-78,,2,6
56,0.263296000,1a:fe:03:15:40:da,,-72,,2,6
57,0.269281000,1a:fe:03:15:40:da,,-76,,2,6
