Frame,Time,Source,DeviceName,RSSI,Tx Power,PDU Type,Company
1,0.000000000,73:1a:84:da:b7:2c,,-72,,0,76
2,0.002155500,10:ad:56:74:8e:ac,,-83,,2,6
3,0.003263000,78:57:fc:1a:cf:62,TestPhone4,-39,8,0,76
4,0.010111500,7a:ae:73:88:12:ee,TestPhone3,-36,8,0,76
5,0.020828500,3d:48:67:51:99:5b,,-60,,2,6
6,0.021913900,71:5d:40:ed:33:5b,,-71,,3,
7,0.025160900,7d:16:56:57:ee:12,,-75,,6,76
8,0.026033000,43:1f:ca:a7:df:08,TestPhone1,-45,8,0,76
9,0.032649800,43:3b:bd:d8:dc:84,TestPhone2,-36,8,0,76
10,0.034512800,78:57:fc:1a:cf:62,TestPhone4,-39,8,0,76
11,0.042611000,7a:ae:73:88:12:ee,TestPhone3,-36,8,0,76
12,0.048624000,34:1a:e0:62:60:2d,,-71,,2,6
13,0.057283700,43:1f:ca:a7:df:08,TestPhone1,-45,8,0,76
14,0.065762500,78:57:fc:1a:cf:62,TestPhone4,-39,8,0,76
15,0.077186100,5d:e2:e4:5b:37:40,,-81,12,0,76
16,0.077601700,77:0c:88:e6:eb:82,,-77,12,0,76
17,0.082073600,c8:d0:83:cb:11:9e,,-76,12,0,76
18,0.088323300,09:42:39:91:98:5f,,-75,,2,76
19,0.089958300,39:ad:9d:41:82:dc,,-73,,2,6
20,0.090361700,6c:94:a5:c7:85:4d,,-79,,0,76
21,0.093030400,30:0b:a3:7d:84:5c,,-68,,2,6
22,0.094448000,0b:9f:45:f1:18:91,,-79,,2,6
23,0.103262900,78:57:fc:1a:cf:62,TestPhone4,-39,8,0,76
24,0.110110700,7a:ae:73:88:12:ee,TestPhone3,-36,8,0,76
25,0.117132000,de:59:5a:fc:79:68,,-87,,2,
26,0.130204300,3d:48:67:51:99:5b,,-60,,2,6
27,0.131032700,43:1f:ca:a7:df:08,TestPhone1,-44,8,0,76
