Frame,Time,Source,DeviceName,RSSI,Tx Power,PDU Type,Company
1,0.000000000,61:21:c4:f7:2c:a9,TestPhone1,-57,8,0,76
2,0.003903000,47:ee:6f:13:89:a8,TestPhone2,-59,8,0,76
3,0.006830000,47:ee:6f:13:89:a8,TestPhone2,-62,8,0,76
4,0.009759000,47:ee:6f:13:89:a8,TestPhone2,-52,8,0,76
5,0.012686000,0e:7a:e1:f4:21:2b,,-82,,2,6
6,0.016593000,15:a2:20:fc:ff:8d,,-76,,2,6
7,0.020495000,15:a2:20:fc:ff:8d,,-85,,2,6
8,0.023423000,62:5e:37:51:ef:21,,-55,12,0,18508
9,0.026351000,62:5e:37:51:ef:21,,-59,12,0,76
10,0.029278000,62:5e:37:51:ef:21,,-73,12,0,76
11,0.034158000,47:ee:6f:13:89:a8,TestPhone2,-60,8,0,76
12,0.037087000,47:ee:6f:13:89:a8,TestPhone2,-62,8,0,76
13,0.040014000,47:ee:6f:13:89:a8,TestPhone2,-52,8,0,76
14,0.043918000,1b:bf:ab:8c:9e:db,,-87,,2,6
15,0.046846000,69:2f:63:05:37:29,TestPhone4,-52,8,0,76
16,0.050750000,69:2f:63:05:37:29,TestPhone4,-50,8,0,76
17,0.054654000,64:10:c9:59:9e:45,,-83,,0,76
18,0.058558000,0e:76:27:2e:a9:3e,,-67,,2,6
19,0.062464000,0e:76:27:2e:a9:3e,,-69,,2,6
20,0.067343000,0e:76:27:2e:a9:3e,,-64,,2,6
21,0.070271000,c8:d0:83:cb:11:9e,,-88,12,0,76
22,0.074174000,09:42:39:91:98:5f,,-94,,2,76
23,0.078078000,09:42:39:91:98:5f,,-83,,2,76
24,0.081007000,61:21:c4:f7:2c:a9,TestPhone1,-48,8,0,76
25,0.083934000,61:21:c4:f7:2c:a9,TestPhone1,-57,8,0,76
26,0.086862000,61:21:c4:f7:2c:a9,TestPhone1,-57,8,0,76
27,0.090766000,69:2f:63:05:37:29,TestPhone4,-55,8,0,76
28,0.093695000,69:2f:63:05:37:29,TestPhone4,-54,8,0,76
