Frame,Time,Source,DeviceName,RSSI,Tx Power,PDU Type,Company
1,0.000000000,5d:55:fd:9d:be:14,TestPhone4,-10,8,0,76
2,0.002842000,07:40:8d:da:24:3a,,-78,,2,6
3,0.006231700,40:40:90:48:1a:78,TestPhone1,-32,,0,76
4,0.009320900,2b:ec:0e:7d:94:ef,,-63,,2,6
5,0.040274500,60:f2:5d:e6:eb:a5,TestPhone2,-45,8,0,76
6,0.045231700,2a:e4:51:97:4a:e3,,-74,,2,6
7,0.046234000,40:40:90:48:1a:78,TestPhone1,-31,,0,76
8,0.060673700,3e:2e:da:ad:c3:a0,,-80,,2,6
9,0.062500900,5d:55:fd:9d:be:14,TestPhone4,-10,8,0,76
10,0.063387700,06:b1:71:f9:79:b1,,-61,,2,6
11,0.073772000,03:98:a2:55:53:0b,,-75,,2,6
12,0.082377500,15:59:5f:51:a6:cd,,-68,,2,6
13,0.096204000,16:2b:50:4f:bd:e5,,-71,,2,6
14,0.100002400,5d:55:fd:9d:be:14,TestPhone4,-10,8,0,76
15,0.100878900,7a:50:e9:5a:77:b9,,-61,12,0,76
16,0.101895600,05:37:3d:ec:7e:d6,,-77,,2,6
17,0.103330700,15:1e:70:00:84:a2,,-63,,2,6
18,0.107455500,5f:8d:25:bd:9b:0e,TestPhone3,-46,8,0,76
19,0.113698700,2b:ec:0e:7d:94:ef,,-65,,2,6
20,0.114683900,1c:31:a5:4d:8e:ba,,-64,,2,6
21,0.115275300,60:f2:5d:e6:eb:a5,TestPhone2,-45,8,0,76
22,0.121236200,40:40:90:48:1a:78,TestPhone1,-31,,0,76
23,0.123792800,74:5c:4b:34:03:d8,Jabra Evolve 75e,-49,,0,
24,0.128257300,5e:f5:27:52:cb:a5,,-82,,0,
25,0.132454700,61:89:7a:4e:60:31,,-66,,0,76
26,0.154026600,60:f2:5d:e6:eb:a5,TestPhone2,-45,8,0,76
27,0.154608800,2a:e4:51:97:4a:e3,,-77,,2,6
28,0.164014900,06:b1:71:f9:79:b1,,-56,,2,6
29,0.168800200,3e:2e:da:ad:c3:a0,,-77,,2,6
